work_year,salary,remote_ratio,experience_level,employment_type,job_title,employee_residence,company_location,company_size,prediction
2022,633000,100,EN,FT,BI Data Analyst,IN,IN,M,8938.57
2023,215000,0,SE,FT,Research Scientist,US,US,M,214994.5
2022,210000,100,SE,FT,Research Scientist,US,US,M,210000.0
2021,130000,100,EX,FT,Director of Data Science,IT,PL,L,141145.89
2022,141300,0,SE,FT,Data Architect,US,US,M,141335.5
2022,115000,0,MI,FT,Data Scientist,CH,CH,L,118822.44
2023,50000,0,MI,FT,Data Analyst,GB,GB,M,60954.2
2023,105200,0,SE,FT,Data Architect,US,US,M,105206.0
2022,63000,0,SE,FT,Data Engineer,US,US,M,63009.0
2023,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2023,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2023,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2023,124500,0,SE,FT,Data Engineer,US,US,M,124440.42
2023,272000,0,SE,FT,Machine Learning Software Engineer,US,US,M,272016.83
2023,150000,100,MI,FT,Machine Learning Engineer,US,US,M,150000.0
2022,215300,100,SE,FT,Data Scientist,US,US,L,215296.0
2022,185000,100,SE,FT,Machine Learning Engineer,MX,MX,M,185000.0
2022,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,135000,0,SE,FT,Machine Learning Engineer,US,US,M,135000.0
2023,60400,100,MI,FT,Data Engineer,US,US,M,60358.4
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2023,100000,0,MI,FT,Data Scientist,US,US,M,100000.0
2022,230000,100,SE,FT,Applied Scientist,US,US,M,230000.0
2022,250000,0,SE,FT,Data Engineer,US,US,M,250000.0
2022,210000,100,EX,FT,Analytics Engineer,US,US,M,210045.7
2022,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2023,174000,0,SE,FT,Machine Learning Engineer,DE,DE,M,174030.0
2022,99450,100,SE,FT,Data Analyst,US,US,M,99416.8
2023,240000,0,SE,FT,Data Engineer,US,US,M,239994.96
2022,101570,100,SE,FT,Data Engineer,US,US,M,101680.2
2020,157000,50,SE,FT,Machine Learning Manager,CA,CA,L,132038.8
2022,225000,100,SE,FT,Data Engineer,US,US,M,225000.0
2023,151410,100,MI,FT,Data Scientist,US,US,M,151521.6
2022,135000,0,EN,FT,Data Engineer,US,US,M,135000.0
2022,95000,0,MI,FT,Data Engineer,US,US,M,95000.0
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2022,120000,0,MI,FT,Research Scientist,DE,DE,S,123905.99
2023,100000,0,SE,FT,Data Quality Analyst,US,US,M,100000.0
2023,136000,100,SE,FT,Data Scientist,US,US,M,136000.0
2021,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2023,130000,100,SE,FT,Data Engineer,US,US,M,130000.0
2022,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2022,150000,0,SE,FT,Data Analyst,US,US,M,150000.0
2023,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2023,120000,0,SE,FT,Data Scientist,US,US,M,120000.0
2023,168400,0,SE,FT,Data Manager,US,US,M,168361.8
2023,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2023,235000,0,EX,FT,Data Engineer,US,US,M,235080.0
2023,90000,0,MI,FT,Data Analyst,HR,HR,M,104109.32
2022,107000,100,SE,FT,Data Scientist,US,US,M,106986.0
2023,153600,0,SE,FT,Data Analyst,US,US,M,153600.0
2023,180000,0,SE,FT,Data Engineer,US,US,M,180000.0
2023,175000,100,SE,FT,Data Engineer,US,US,M,175000.0
2022,127000,100,SE,FT,Data Analyst,US,US,M,127002.25
2022,225000,0,SE,FT,Data Engineer,US,US,M,225000.0
2023,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2020,300000,50,EN,FT,AI Scientist,DK,DK,S,131997.36
2023,130000,0,SE,FT,Analytics Engineer,US,US,M,130000.0
2023,170500,100,SE,FT,Data Analyst,US,US,M,170432.0
2023,161800,100,SE,FT,Data Engineer,US,US,M,161817.42
2023,182750,100,SE,FT,Data Engineer,US,US,M,182724.0
2022,137400,100,SE,FT,Data Engineer,CA,CA,M,135800.82
2023,180560,0,SE,FT,Data Scientist,US,US,M,180443.4
2023,155000,0,SE,FT,Data Manager,US,US,M,154709.76
2022,160000,100,MI,FT,Data Engineer,US,US,M,160000.0
2023,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,155000,0,SE,FT,Data Scientist,US,US,M,155000.0
2023,60000,100,EN,FT,BI Data Engineer,US,US,M,60061.85
2023,105000,50,MI,FT,Business Data Analyst,US,US,L,105000.0
2023,250000,0,SE,FT,Data Scientist,US,US,M,249995.0
2023,124234,0,EN,FT,Data Scientist,US,US,M,124219.02
2023,198200,0,SE,FT,Data Scientist,US,US,M,198257.6
2022,40000,100,EN,FT,Data Engineer,GB,GB,M,48890.47
2023,200000,100,SE,FT,Data Scientist,US,US,M,200000.0
2023,247500,0,SE,FT,Machine Learning Engineer,US,US,M,247512.0
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,110000,0,SE,FT,Machine Learning Engineer,CA,CA,M,108998.36
2022,138750,100,SE,FT,Analytics Engineer,US,US,M,138748.5
2023,124999,100,SE,FT,Big Data Architect,GB,GB,L,142643.38
2022,164000,0,SE,FT,Data Engineer,US,US,M,163609.76
2022,88100,0,SE,FT,Data Scientist,US,US,M,86429.56
2022,129300,0,MI,FT,Machine Learning Engineer,US,US,M,129300.0
2022,105000,100,SE,FT,Data Analyst,US,US,M,105000.0
2023,220000,0,SE,FT,Machine Learning Engineer,US,US,M,220000.0
2022,120000,100,MI,FT,Data Engineer,US,US,M,120000.0
2022,48000,0,SE,FT,Data Analyst,ES,ES,M,50321.84
2023,127075,100,SE,FT,Data Analyst,US,US,M,127046.5
2023,132300,0,SE,FT,Data Engineer,US,US,M,132301.0
2022,97500,100,MI,FT,Data Analyst,US,US,L,97725.1
2023,169200,0,SE,FT,Research Scientist,ES,ES,M,169176.0
2023,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2022,110000,0,SE,FT,Data Specialist,US,US,M,110000.0
2022,240000,100,MI,FT,Research Engineer,US,US,M,239980.0
2023,174500,0,SE,FT,Data Architect,US,US,M,174500.0
2022,148700,100,SE,FT,Data Specialist,US,US,L,148729.9
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2020,120000,50,SE,FT,Data Scientist,US,US,L,119761.13
2023,90700,0,SE,FT,Data Scientist,US,US,M,90713.0
2023,283200,100,SE,FT,Machine Learning Engineer,US,US,M,283481.1
2023,72200,0,SE,FT,Data Quality Analyst,US,US,M,72280.9
2022,216000,100,SE,FT,Data Engineer,US,US,M,216025.0
2023,135000,0,SE,FT,Data Scientist,US,US,M,135000.0
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,1050000,50,EN,FT,Data Scientist,IN,IN,L,12922.61
2022,115000,0,SE,FT,Data Analyst,US,US,L,115000.0
2023,220000,0,EN,FT,Computer Vision Engineer,US,US,M,220000.0
2023,170000,100,SE,FT,Data Engineer,US,US,M,170000.0
2022,40000,100,EN,FT,Machine Learning Developer,PK,AU,M,40255.22
2020,55000,50,EN,FT,Data Scientist,DE,DE,S,62611.49
2021,38400,100,MI,FT,Data Engineer,NL,NL,L,44165.29
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2022,130000,100,MI,FT,Data Analyst,US,US,M,130000.0
2023,115000,0,SE,FT,Data Engineer,US,US,M,115000.0
2020,135000,100,MI,FT,Business Data Analyst,US,US,L,135000.0
2023,140000,100,SE,FT,BI Developer,US,US,M,140000.0
2021,75000,100,SE,FT,Lead Data Engineer,GB,GB,S,99811.1
2023,125000,100,SE,FT,Data Analyst,US,US,M,125000.0
2022,229998,0,SE,FT,Data Engineer,US,US,L,229998.74
2022,50000,0,MI,FT,ETL Developer,GR,GR,M,52194.92
2022,170000,100,SE,FT,Analytics Engineer,US,US,M,170000.0
2021,165000,100,SE,FT,Data Specialist,US,US,L,165073.09
2022,195400,100,SE,FT,Data Architect,US,US,L,195412.0
2023,145900,0,SE,FT,Research Scientist,CA,CA,M,145299.44
2022,130000,0,SE,FT,Data Scientist,US,US,M,130000.0
2023,150000,0,SE,FT,Data Engineer,US,US,M,150000.0
2022,110600,0,SE,FT,Data Analyst,US,US,M,110600.0
2022,30000,100,MI,FT,Data Analyst,GR,GR,M,31107.69
2022,35000,100,EN,FT,Data Engineer,GB,GB,M,43253.9
2021,4000000,100,SE,FT,Data Scientist,IN,IN,L,50652.04
2023,81500,0,SE,FT,Data Engineer,US,US,M,81500.0
2023,70000,100,MI,FT,Data Engineer,US,US,M,70095.69
2022,190000,100,SE,FT,Data Architect,US,US,M,190000.0
2022,195700,0,SE,FT,Data Engineer,US,US,M,195708.0
2022,225000,0,SE,FT,Data Engineer,US,US,M,225000.0
2023,100000,100,EN,FT,Data Analyst,UZ,US,L,100000.0
2022,124000,100,MI,FT,MLOps Engineer,US,US,M,123985.94
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2023,149040,100,SE,FT,Data Architect,US,US,M,149041.04
2023,35000,0,MI,FT,Insight Analyst,GB,GB,M,42640.34
2022,190000,100,SE,FT,Data Architect,US,US,M,190000.0
2023,222200,0,SE,FT,Applied Scientist,US,US,L,222204.4
2023,100000,100,SE,FT,BI Developer,US,US,M,100000.0
2022,135000,100,SE,FT,Machine Learning Engineer,PR,PR,M,135000.0
2023,142000,100,SE,FT,Data Analyst,US,US,M,142023.95
2022,158000,100,MI,FT,Data Science Manager,US,US,M,158121.07
2022,109280,100,SE,FT,Data Analytics Manager,US,US,M,109294.8
2023,240500,0,SE,FT,Data Engineer,US,US,L,240412.48
2023,75000,100,SE,FT,Data Engineer,US,US,M,75000.0
2022,155000,100,SE,FT,Data Analyst,US,US,M,155000.0
2022,195400,100,SE,FT,Machine Learning Engineer,US,US,L,195407.0
2022,160000,0,EX,FT,Head of Data,US,US,M,158979.28
2023,237000,100,SE,FT,Data Engineer,US,US,M,236801.0
2022,130500,0,SE,FT,Data Engineer,US,US,M,130515.2
2023,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,126500,0,MI,FT,Data Analyst,US,US,M,126475.04
2022,50000,0,MI,FT,Data Engineer,GB,GB,M,61557.95
2022,123000,100,SE,FT,Data Scientist,US,US,M,122999.0
2023,115000,0,EX,FT,Data Engineer,US,US,M,115006.92
2023,150000,0,SE,FT,Research Scientist,US,US,M,150000.0
2022,110000,0,MI,FT,Data Scientist,NL,NL,M,113678.18
2022,38000,100,SE,FT,Data Scientist,US,US,M,38157.75
2023,200000,0,EX,FT,Data Scientist,US,US,M,200000.0
2023,205600,0,SE,FT,Data Engineer,US,US,L,205597.0
2022,90000,100,MI,FT,Data Scientist,US,US,M,90000.0
2022,125404,50,EN,PT,Data Analyst,CN,US,S,122178.71
2023,140000,0,MI,FT,Data Engineer,US,US,M,140000.0
2023,175000,0,MI,FT,Data Engineer,US,US,M,175000.0
2022,132000,0,SE,FT,Data Analyst,US,US,M,132012.2
2023,200000,0,SE,FT,Data Engineer,US,US,M,200000.0
2022,95000,100,SE,FT,Data Analyst,US,US,M,95000.0
2022,78000,100,MI,FT,Data Scientist,US,US,M,78073.56
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2023,155000,0,MI,FT,Data Analytics Manager,US,US,M,155000.0
2023,25000,100,EN,FT,Data Engineer,DE,DE,L,26487.93
2022,100000,100,MI,FT,Machine Learning Engineer,CH,CH,L,102882.24
2022,132320,100,SE,FT,Data Engineer,US,US,M,132310.4
2023,178500,100,SE,FT,Data Engineer,US,US,M,178588.65
2023,65000,0,SE,FT,Data Analyst,US,US,M,65032.93
2023,63000,100,SE,FT,Data Engineer,US,US,M,63019.0
2022,6600000,100,EN,FT,Data Scientist,HU,HU,M,29091.26
2023,85500,0,SE,FT,Data Analyst,US,US,M,85420.0
2023,120000,0,SE,FT,Data Scientist,CA,CA,M,117850.17
2023,116000,0,SE,FT,Data Engineer,US,US,M,116005.7
2022,36000,0,SE,FT,Data Scientist,ES,ES,M,37832.07
2023,200000,0,EX,FT,Data Scientist,US,US,M,200000.0
2023,173000,100,SE,FT,Data Scientist,US,US,M,173000.0
2023,225900,0,SE,FT,Data Science Lead,US,US,M,226098.0
2022,63000,100,SE,FT,Data Engineer,US,US,M,63009.0
2021,700000,0,MI,FT,Data Scientist,IN,IN,S,9733.54
2023,106020,0,SE,FT,Data Analyst,US,US,M,106021.8
2023,135000,100,SE,FT,Data Scientist,US,US,M,135000.0
2023,228000,0,SE,FT,Data Scientist,US,US,M,227763.98
2022,191200,0,SE,FT,Data Engineer,US,US,M,191205.5
2022,65000,0,SE,FT,Data Management Specialist,IT,IT,L,67627.09
2022,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2023,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2023,200000,100,SE,FT,Analytics Engineer,US,US,M,200000.0
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2022,65004,100,SE,FT,Analytics Engineer,GB,GB,M,80089.88
2022,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2023,38000,0,SE,FT,Data Analyst,ES,ES,M,40575.2
2023,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2022,135000,100,SE,FT,Machine Learning Engineer,US,US,M,135000.0
2023,51962,100,SE,FT,Data Analyst,US,US,M,52014.0
2022,110925,100,SE,FT,Data Analyst,US,US,M,110918.75
2022,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2023,237000,100,SE,FT,Data Scientist,US,US,M,236989.0
2022,170000,0,SE,FT,Data Engineer,US,US,M,170000.0
2023,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2023,1700000,100,MI,FT,Applied Data Scientist,IN,IN,L,21358.59
2022,115000,100,SE,FT,Data Engineer,US,US,M,115000.0
2022,115000,50,EN,FT,Machine Learning Engineer,US,US,L,115068.85
2022,165000,0,SE,FT,Data Scientist,US,US,M,165000.0
2022,105000,0,SE,FT,Data Analyst,US,US,M,105000.0
2023,70000,0,SE,FT,Data Scientist,US,US,M,70038.14
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2022,100000,0,SE,FT,Data Analyst,US,US,M,100000.0
2022,120000,100,SE,FT,Machine Learning Engineer,US,US,M,120516.56
2023,230000,100,SE,FT,Analytics Engineer,GB,GB,M,230000.0
2021,80000,100,MI,FT,Research Scientist,CA,CA,M,73160.47
2023,159100,0,SE,FT,Applied Scientist,US,US,L,159069.31
2023,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2023,80000,0,MI,FT,Data Analyst,GB,GB,M,97470.0
2022,140250,100,SE,FT,Data Engineer,US,US,M,140251.0
2023,36050,100,MI,FT,Data Analyst,GB,GB,M,43489.77
2023,150000,0,SE,FT,Data Engineer,US,US,M,150000.0
2023,170000,0,MI,FT,Data Scientist,US,US,M,170000.0
2020,450000,0,EN,FT,Data Analyst,IN,IN,S,6015.91
2023,60000,0,MI,FT,Data Analyst,GB,GB,M,73029.16
2021,90000,100,EN,FT,Data Science Consultant,US,US,S,90000.0
2023,70000,100,MI,FT,Data Engineer,SI,SI,M,74648.21
2023,175000,100,SE,FT,Data Engineer,US,US,M,175000.0
2023,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2021,110000,100,SE,FT,Data Scientist,CA,CA,S,95140.19
2022,156400,0,SE,FT,Data Scientist,US,US,M,156406.0
2023,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2023,144000,100,SE,FT,Data Scientist,US,US,M,143991.6
2023,75000,0,MI,FT,Data Scientist,IE,IE,M,79083.53
2022,138600,100,SE,FT,Data Scientist,US,US,M,138666.94
2023,143100,0,SE,FT,Data Scientist,CA,CA,M,143071.0
2022,96000,100,SE,FT,Data Analyst,US,US,M,95994.0
2022,170000,100,SE,FT,Data Scientist,US,US,M,170000.0
2023,210000,0,SE,FT,Data Scientist,US,US,M,210000.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2023,200000,0,EX,FT,Data Scientist,US,US,M,200000.0
2023,115000,100,SE,FT,Data Manager,US,US,M,115000.0
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2023,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2022,70000,100,MI,FT,Data Engineer,GR,GR,M,73577.4
2022,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2023,109400,0,SE,FT,Machine Learning Engineer,US,US,M,109392.0
2023,122700,0,SE,FT,Data Scientist,US,US,M,122691.0
2023,60000,0,MI,FT,Data Science Lead,GB,GB,M,72934.6
2022,75000,100,MI,FT,Data Engineer,GB,GB,M,92389.29
2023,110000,100,MI,FT,Data Analyst,US,US,M,110000.0
2022,154000,0,SE,FT,Data Scientist,US,US,M,154000.0
2022,208775,100,SE,FT,Data Architect,US,US,M,208873.94
2023,140000,0,SE,FT,Data Engineer,US,US,M,140000.0
2022,146000,100,SE,FT,Data Engineer,US,US,M,146000.0
2023,185000,0,SE,FT,Data Engineer,US,US,M,185000.0
2022,148800,100,SE,FT,Machine Learning Infrastructure Engineer,US,US,M,148785.9
2022,130000,100,MI,FT,Data Engineer,US,US,M,130000.0
2022,150000,100,EX,FT,Lead Data Engineer,CA,CA,S,125763.22
2023,60000,0,EN,FT,AI Developer,DE,DE,M,63781.69
2023,213660,0,EN,FT,Applied Scientist,US,US,L,213707.6
2023,150000,100,MI,FT,Data Scientist,US,US,M,150000.0
2023,150000,0,SE,FT,Research Engineer,US,US,M,150000.0
2023,94000,100,SE,FT,Data Analyst,US,US,M,93980.36
2022,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2023,250000,0,SE,FT,Research Scientist,US,US,M,250000.0
2022,164996,0,SE,FT,Machine Learning Engineer,US,US,M,164986.2
2023,145000,100,SE,FT,Data Scientist,US,US,M,145000.0
2022,70000,0,SE,FT,Data Engineer,US,US,M,70000.0
2023,163800,0,SE,FT,Machine Learning Engineer,US,US,M,163800.0
2023,103200,0,MI,FT,Data Analyst,US,US,M,103000.6
2022,153000,100,MI,FT,Data Scientist,US,US,L,153000.9
2022,175000,100,SE,FT,Data Scientist,US,US,M,175000.0
2022,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2023,195000,0,SE,FT,Data Scientist,US,US,M,195024.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2023,68000,0,MI,FT,Lead Data Analyst,US,US,L,67814.28
2022,165000,0,MI,FT,Data Analyst,US,US,M,165000.0
2022,130000,100,SE,FT,Analytics Engineer,US,US,M,130000.0
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2022,150000,100,MI,FT,Machine Learning Researcher,US,US,M,150000.0
2022,50000,100,SE,FT,Data Engineer,GB,GB,M,61634.34
2023,135000,0,EN,FT,Data Engineer,US,US,M,135000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,104000,100,SE,FT,Data Scientist,US,US,M,104000.0
2020,56000,100,MI,FT,Lead Data Engineer,PT,US,M,57447.92
2023,220000,0,SE,FT,Machine Learning Engineer,US,US,M,220000.0
2023,140000,0,MI,FT,Data Engineer,US,US,M,140000.0
2022,100000,50,EN,PT,Data Scientist,DZ,DZ,M,100050.66
2023,100000,0,SE,FT,Data Quality Analyst,US,US,M,100000.0
2023,199000,0,SE,FT,Data Manager,US,US,M,198976.0
2023,81500,100,SE,FT,Data Engineer,US,US,M,81516.6
2022,30000,0,MI,FT,Data Scientist,GB,GB,M,36072.02
2023,141000,0,SE,FT,Data Scientist,CA,CA,M,141524.94
2023,107900,100,SE,FT,Data Engineer,US,US,M,107904.0
2023,50000,50,SE,FL,Machine Learning Researcher,UA,UA,S,50186.57
2023,140000,0,EX,FT,Data Analytics Manager,US,US,M,140000.0
2023,170000,100,SE,FT,Data Scientist,US,US,M,170000.0
2022,144000,100,SE,FT,Data Engineer,US,US,M,144000.0
2023,116450,0,SE,FT,Analytics Engineer,US,US,M,116486.54
2022,57000,0,MI,FT,Data Science Consultant,GB,GB,M,69758.3
2023,95000,100,SE,FT,Data Engineer,US,US,M,95000.0
2023,214200,0,SE,FT,Analytics Engineer,US,US,M,214119.0
2022,153000,50,MI,FT,Machine Learning Scientist,US,US,M,152991.68
2022,225000,0,MI,FT,Data Scientist,US,US,M,225000.0
2020,11000000,50,MI,FT,Data Scientist,HU,HU,L,46300.96
2023,90700,0,SE,FT,Machine Learning Engineer,US,US,M,90754.98
2022,120000,0,SE,FT,Data Analyst,US,US,M,120000.0
2022,40000,0,MI,FT,Data Engineer,GB,GB,M,49409.16
2021,48000,50,MI,FT,Research Scientist,FR,FR,S,54948.87
2023,235000,0,SE,FT,NLP Engineer,US,US,M,235000.0
2023,214000,0,SE,FT,Analytics Engineer,US,US,M,214031.0
2020,88000,50,MI,FT,Data Engineer,GB,GB,L,112961.73
2022,175100,100,SE,FT,Data Engineer,US,US,M,175092.0
2022,135000,0,SE,FT,Data Engineer,US,US,M,135000.0
2022,156868,100,SE,FT,Lead Data Scientist,US,US,L,156828.92
2021,8760,50,EN,PT,Data Analyst,ES,ES,M,9696.08
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2020,423000,50,EN,FT,Data Science Consultant,IN,IN,M,5758.99
2022,81500,0,SE,FT,Data Architect,US,US,M,81504.98
2022,110000,0,SE,FT,Data Analyst,US,US,M,110000.0
2023,162500,0,MI,FT,Data Engineer,US,US,M,162500.0
2022,10000,100,EN,FT,Computer Vision Engineer,PT,LU,M,10051.36
2023,70000,0,SE,FT,Data Scientist,US,US,M,70038.14
2023,200000,100,SE,FT,Machine Learning Engineer,US,US,M,200000.0
2022,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2022,164000,100,SE,FT,Lead Data Scientist,IE,IE,L,165783.3
2022,136000,100,SE,FT,Data Scientist,US,US,M,136000.0
2022,148000,100,SE,FT,Principal Data Scientist,DE,DE,M,157624.84
2022,99050,100,SE,FT,Data Analyst,US,US,M,99056.7
2023,122000,0,SE,FT,Data Scientist,US,US,M,122000.0
2022,33000,100,EN,FT,Machine Learning Developer,IT,DE,S,33786.81
2022,177000,0,SE,FT,Data Analyst,US,US,M,176955.0
2023,135000,0,MI,FT,Data Analyst,US,US,M,135000.0
2022,110000,100,SE,FT,Data Engineer,US,US,M,110000.0
2022,100000,100,EN,FT,Data Scientist,US,US,M,100000.0
2023,140000,0,SE,FT,Data Analyst,US,US,M,140000.0
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2022,200000,100,SE,FT,Data Engineer,US,US,M,200000.0
2023,123700,0,SE,FT,Data Engineer,US,US,L,123694.0
2022,138750,100,SE,FT,Data Engineer,US,US,M,138750.0
2023,70000,0,MI,FT,Data Science Consultant,US,US,M,70035.46
2022,100000,0,SE,FT,Data Engineer,US,US,L,100000.0
2022,165000,0,MI,FT,Data Analyst,US,US,M,165000.0
2022,110000,0,SE,FT,Analytics Engineer,US,US,M,110000.0
2023,145000,0,SE,FT,Data Science Consultant,US,US,M,145000.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,70500,0,SE,FT,Data Engineer,US,US,M,70315.0
2023,12000,50,EN,FT,Business Data Analyst,GR,GR,L,12566.2
2022,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2022,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2023,204500,0,SE,FT,Data Analytics Manager,US,US,M,204508.4
2023,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2022,127500,100,MI,FT,Data Scientist,US,US,M,127360.0
2023,201450,100,SE,FT,Data Scientist,US,US,M,201377.82
2023,180180,0,SE,FT,Data Analyst,US,US,M,180178.2
2023,155000,100,SE,FT,Data Analyst,US,US,M,155000.0
2023,245000,0,SE,FT,Data Scientist,US,US,M,244977.71
2023,135000,0,SE,FT,Data Analyst,US,US,M,135000.0
2023,75000,100,MI,FT,Data Engineer,US,US,M,75000.0
2021,100000,100,EN,FT,Data Scientist,US,US,M,100000.0
2022,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2022,180000,100,EN,FT,Data Scientist,US,US,M,180000.0
2023,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2022,197000,0,SE,FT,Data Engineer,US,US,M,197006.0
2022,156600,100,SE,FT,Data Engineer,US,US,M,156597.9
2022,160080,0,SE,FT,Data Engineer,US,US,M,160055.2
2021,147000,100,SE,FT,Principal Data Scientist,DE,DE,M,164044.39
2022,2400000,100,MI,FT,Data Scientist,IN,IN,L,30978.79
2022,198440,0,SE,FT,Data Scientist,US,US,M,198363.2
2022,189750,0,EN,FT,Machine Learning Engineer,US,US,M,189706.0
2023,180000,0,SE,FT,Data Engineer,US,US,M,180000.0
2022,93000,0,EN,FT,Data Scientist,US,US,M,92956.86
2023,100000,50,EN,FT,Data Analyst,US,US,M,100000.0
2021,170000,100,SE,FT,Lead Data Analyst,US,US,L,170000.0
2022,239000,100,EX,FT,Data Engineer,US,US,M,239000.0
2022,85000,0,MI,FT,Machine Learning Engineer,GB,GB,M,104813.1
2023,172200,0,SE,FT,Machine Learning Engineer,US,US,M,172200.0
2023,116704,100,EX,FT,Data Engineer,US,US,M,116700.64
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2023,115092,0,MI,FT,Data Engineer,US,US,M,115078.72
2022,113000,100,MI,FT,Data Analytics Consultant,US,US,L,112993.0
2023,175000,100,SE,FT,Data Scientist,US,US,M,175000.0
2023,116000,0,MI,FT,Data Engineer,US,US,M,116007.5
2023,104650,100,SE,FT,Data Scientist,US,US,M,104571.8
2022,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2023,113000,0,SE,FT,Data Architect,US,US,M,113000.0
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2022,135000,0,EN,FT,Data Engineer,US,US,M,135000.0
2021,50000,100,MI,FT,Data Scientist,NG,NG,L,51669.14
2023,238000,100,SE,FT,Data Scientist,US,US,M,237760.0
2023,85000,0,EN,FT,Data Engineer,US,US,M,85000.0
2023,180000,0,MI,FT,Data Engineer,US,US,M,180000.0
2021,1672000,0,MI,FT,Big Data Engineer,IN,IN,L,22375.58
2023,138750,100,SE,FT,Data Engineer,US,US,M,138754.68
2023,265000,0,SE,FT,Data Engineer,US,US,M,264885.5
2023,61800,100,EN,FT,Data Engineer,US,US,M,62086.07
2023,180000,100,SE,FT,Data Engineer,US,US,M,180000.0
2022,52500,0,MI,FT,Data Analyst,US,US,M,52450.96
2023,145000,0,SE,FT,Machine Learning Engineer,US,US,M,145000.0
2022,58000,0,MI,FT,Data Analyst,US,US,S,58162.56
2022,175000,0,SE,FT,Data Scientist,US,US,M,175000.0
2023,113750,0,SE,FT,Data Scientist,IE,IE,M,114102.55
2023,175000,0,SE,FT,Analytics Engineer,US,US,M,175000.0
2022,110600,0,SE,FT,Data Analyst,US,US,M,110600.0
2022,196000,100,SE,FT,Applied Scientist,US,US,M,195962.0
2023,176000,0,SE,FT,Data Scientist,CA,CA,M,174980.54
2023,175000,0,SE,FT,Data Scientist,US,US,M,175000.0
2021,140000,100,SE,FT,Data Analytics Manager,US,US,L,140009.0
2022,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2021,21600,100,MI,FT,Data Scientist,RS,DE,S,24912.08
2023,115000,0,SE,FT,Deep Learning Researcher,DE,DE,L,120717.99
